,Latitude,Longitude,LocalTime,UTTime,LimitingMag,Country,Year
34,44.3782,-87.7822,2008-02-23 23:00:00,2008-02-24 05:00:00,6,United States - Wisconsin,2008
35,40.6369,-74.913,2008-02-23 23:00:00,2008-02-24 04:00:00,4,United States - New Jersey,2008
37,55.9493,-3.09618,2008-02-23 23:55:00,2008-02-23 23:55:00,5,United Kingdom,2008
38,58.2489,26.4774,2008-02-24 19:00:00,2008-02-24 17:00:00,5,Estonia,2008
39,58.2489,26.4774,2008-02-24 19:15:00,2008-02-24 17:15:00,3,Estonia,2008
40,3.84714,11.5213,2008-02-24 19:20:00,2008-02-24 18:20:00,3,Cameroon,2008
42,40.252,-111.662,2008-02-24 19:45:00,2008-02-25 02:45:00,4,United States - Utah,2008
44,50.7009,15.1806,2008-02-24 20:00:00,2008-02-24 19:00:00,5,Czech Republic,2008
45,58.3462,26.692,2008-02-24 20:00:00,2008-02-24 18:00:00,4,Estonia,2008
46,19.7134,-155.089,2008-02-24 20:21:00,2008-02-25 06:21:00,3,United States - Hawaii,2008
47,40.8375,-83.9375,2008-02-24 20:30:00,2008-02-25 01:30:00,5,United States - Ohio,2008
49,58.3883,26.6331,2008-02-24 20:45:00,2008-02-24 18:45:00,5,Estonia,2008
50,40.2595,-74.0531,2008-02-24 21:00:00,2008-02-25 02:00:00,3,United States - New Jersey,2008
51,39.53,-104.79,2008-02-24 21:15:00,2008-02-25 04:15:00,5,United States - Colorado,2008
52,39.5124,-104.74,2008-02-24 21:15:00,2008-02-25 04:15:00,5,United States - Colorado,2008
53,58.2489,26.4774,2008-02-24 21:15:00,2008-02-24 19:15:00,3,Estonia,2008
54,58.3467,26.7814,2008-02-24 21:15:00,2008-02-24 19:15:00,5,Estonia,2008
55,58.3656,26.7303,2008-02-24 21:20:00,2008-02-24 19:20:00,4,Estonia,2008
57,-29.9846,-71.0046,2008-02-24 22:00:00,2008-02-25 01:00:00,6,Chile,2008
58,38.3566,-91.4073,2008-02-24 22:00:00,2008-02-25 04:00:00,6,United States - Missouri,2008
59,58.2369,26.7234,2008-02-24 22:00:00,2008-02-24 20:00:00,5,Estonia,2008
60,58.2653,26.4661,2008-02-24 22:00:00,2008-02-24 20:00:00,5,Estonia,2008
61,51.2812,7.30432,2008-02-24 22:30:00,2008-02-24 21:30:00,5,Germany,2008
62,-29.8871,-71.2505,2008-02-24 23:00:00,2008-02-25 02:00:00,5,Chile,2008
64,51.2812,7.30432,2008-02-24 23:09:00,2008-02-24 22:09:00,4,Germany,2008
65,47.9132,2.09718,2008-02-24 23:19:00,2008-02-24 22:19:00,4,France,2008
66,58.3672,26.7133,2008-02-24 23:55:00,2008-02-24 21:55:00,4,Estonia,2008
67,47.7992,20.5797,2008-02-25 00:00:00,2008-02-24 23:00:00,5,Hungary,2008
68,46.7075,20.1586,2008-02-25 00:00:00,2008-02-24 23:00:00,4,Hungary,2008
69,46.3969,18.825,2008-02-25 00:00:00,2008-02-24 23:00:00,6,Hungary,2008
70,47.2169,18.6494,2008-02-25 00:00:00,2008-02-24 23:00:00,4,Hungary,2008
71,47.6683,16.5861,2008-02-25 00:00:00,2008-02-24 23:00:00,4,Hungary,2008
72,54.41,25.17,2008-02-25 12:00:00,2008-02-25 10:00:00,3,Lithuania,2008
73,51.4339,6.93876,2008-02-25 12:03:00,2008-02-25 11:03:00,3,Germany,2008
74,34.1855,-79.7901,2008-02-25 12:07:00,2008-02-25 17:07:00,6,United States - South Carolina,2008
76,51.1667,5.0,2008-02-25 12:55:00,2008-02-25 11:55:00,1,Belgium,2008
77,60.1634,24.9457,2008-02-25 12:57:00,2008-02-25 10:57:00,3,Finland,2008
78,46.1493,21.315,2008-02-25 17:30:00,2008-02-25 15:30:00,6,Romania,2008
79,27.521,-82.573,2008-02-25 18:00:00,2008-02-25 23:00:00,4,United States - Florida,2008
85,34.19,-79.8,2008-02-25 18:00:00,2008-02-25 23:00:00,3,United States - South Carolina,2008
86,35.498,23.9942,2008-02-25 18:00:00,2008-02-25 16:00:00,7,Greece,2008
93,44.9395,26.0188,2008-02-25 18:11:00,2008-02-25 16:11:00,1,Romania,2008
94,40.83,14.185,2008-02-25 18:35:00,2008-02-25 17:35:00,3,Italy,2008
95,47.9681,26.7417,2008-02-25 18:36:00,2008-02-25 16:36:00,4,Romania,2008
96,50.0161,14.4581,2008-02-25 18:44:00,2008-02-25 17:44:00,3,Czech Republic,2008
97,47.6825,21.6583,2008-02-25 18:50:00,2008-02-25 17:50:00,5,Hungary,2008
98,46.8594,20.5594,2008-02-25 19:00:00,2008-02-25 18:00:00,5,Hungary,2008
99,46.8594,20.5594,2008-02-25 19:00:00,2008-02-25 18:00:00,5,Hungary,2008
100,46.8594,20.5594,2008-02-25 19:00:00,2008-02-25 18:00:00,5,Hungary,2008
101,46.8594,20.5594,2008-02-25 19:00:00,2008-02-25 18:00:00,5,Hungary,2008
102,46.8594,20.5594,2008-02-25 19:00:00,2008-02-25 18:00:00,5,Hungary,2008
103,46.8594,20.5594,2008-02-25 19:00:00,2008-02-25 18:00:00,5,Hungary,2008
104,46.8594,20.5594,2008-02-25 19:00:00,2008-02-25 18:00:00,5,Hungary,2008
105,46.8594,20.5594,2008-02-25 19:00:00,2008-02-25 18:00:00,5,Hungary,2008
106,46.8594,20.5594,2008-02-25 19:00:00,2008-02-25 18:00:00,5,Hungary,2008
107,46.8594,20.5594,2008-02-25 19:00:00,2008-02-25 18:00:00,5,Hungary,2008
108,46.8594,20.5594,2008-02-25 19:00:00,2008-02-25 18:00:00,5,Hungary,2008
109,46.8594,20.5594,2008-02-25 19:00:00,2008-02-25 18:00:00,5,Hungary,2008
110,46.8594,20.5594,2008-02-25 19:00:00,2008-02-25 18:00:00,5,Hungary,2008
111,46.8594,20.5594,2008-02-25 19:00:00,2008-02-25 18:00:00,5,Hungary,2008
112,47.53,19.3989,2008-02-25 19:00:00,2008-02-25 18:00:00,4,Hungary,2008
113,47.4403,19.1414,2008-02-25 19:00:00,2008-02-25 18:00:00,3,Hungary,2008
114,47.1564,18.4033,2008-02-25 19:00:00,2008-02-25 18:00:00,5,Hungary,2008
115,46.4636,17.0019,2008-02-25 19:00:00,2008-02-25 18:00:00,4,Hungary,2008
118,41.271,-72.983,2008-02-25 19:00:00,2008-02-26 00:00:00,3,United States - Connecticut,2008
119,36.0314,-115.134,2008-02-25 19:00:00,2008-02-26 03:00:00,2,United States - Nevada,2008
121,37.5185,-120.846,2008-02-25 19:00:00,2008-02-26 03:00:00,4,United States - California,2008
126,44.9543,26.0542,2008-02-25 19:00:00,2008-02-25 17:00:00,2,Romania,2008
127,39.04,-77.07,2008-02-25 19:00:00,2008-02-26 00:00:00,3,United States - Maryland,2008
129,32.2243,-110.909,2008-02-25 19:00:00,2008-02-26 02:00:00,4,United States - Arizona,2008
131,34.1733,-80.067,2008-02-25 19:00:00,2008-02-26 00:00:00,4,United States - South Carolina,2008
139,47.6094,19.3617,2008-02-25 19:07:00,2008-02-25 18:07:00,4,Hungary,2008
140,39.6774,-105.136,2008-02-25 19:07:00,2008-02-26 02:07:00,3,United States - Colorado,2008
141,37.7221,-122.448,2008-02-25 19:07:00,2008-02-26 03:07:00,3,United States - California,2008
142,32.26,-111.01,2008-02-25 19:07:00,2008-02-26 02:07:00,3,United States - Arizona,2008
143,47.1944,18.4064,2008-02-25 19:08:00,2008-02-25 18:08:00,4,Hungary,2008
144,47.1158,18.375,2008-02-25 19:09:00,2008-02-25 18:09:00,4,Hungary,2008
145,46.8594,20.5594,2008-02-25 19:10:00,2008-02-25 18:10:00,5,Hungary,2008
146,46.8594,20.5594,2008-02-25 19:10:00,2008-02-25 18:10:00,5,Hungary,2008
147,46.8594,20.5594,2008-02-25 19:10:00,2008-02-25 18:10:00,5,Hungary,2008
148,41.4,-73.4,2008-02-25 19:10:00,2008-02-26 00:10:00,4,United States - Connecticut,2008
149,37.1081,-122.094,2008-02-25 19:10:00,2008-02-26 03:10:00,4,United States - California,2008
150,38.8702,-77.6133,2008-02-25 19:10:00,2008-02-26 00:10:00,3,United States - Virginia,2008
151,37.7107,-122.094,2008-02-25 19:10:00,2008-02-26 03:10:00,4,United States - California,2008
152,49.8615,18.5502,2008-02-25 19:10:00,2008-02-25 18:10:00,3,Czech Republic,2008
154,37.4342,-81.5826,2008-02-25 19:13:00,2008-02-26 00:13:00,1,United States - West Virginia,2008
156,38.752,-121.287,2008-02-25 19:15:00,2008-02-26 03:15:00,3,United States - California,2008
159,37.4129,-81.5814,2008-02-25 19:15:00,2008-02-26 00:15:00,5,United States - West Virginia,2008
164,34.15,-79.84,2008-02-25 19:15:00,2008-02-26 00:15:00,6,United States - South Carolina,2008
165,34.1453,-79.8485,2008-02-25 19:15:00,2008-02-26 00:15:00,4,United States - South Carolina,2008
166,38.9823,-77.0993,2008-02-25 19:16:00,2008-02-26 00:16:00,3,United States - Maryland,2008
168,46.2469,20.1508,2008-02-25 19:20:00,2008-02-25 18:20:00,4,Hungary,2008
169,49.7722,17.7598,2008-02-25 19:20:00,2008-02-25 18:20:00,3,Czech Republic,2008
170,40.7824,-73.9655,2008-02-25 19:21:00,2008-02-26 00:21:00,4,United States - New York,2008
172,46.8592,20.5592,2008-02-25 19:25:00,2008-02-25 18:25:00,5,Hungary,2008
173,41.3533,36.2028,2008-02-25 19:25:00,2008-02-25 17:25:00,4,Turkey,2008
174,32.2406,-111.023,2008-02-25 19:25:00,2008-02-26 02:25:00,7,United States - Arizona,2008
176,46.2569,20.1411,2008-02-25 19:26:00,2008-02-25 18:26:00,3,Hungary,2008
177,44.2843,-68.3256,2008-02-25 19:26:00,2008-02-26 00:26:00,6,United States - Maine,2008
179,47.1128,18.8661,2008-02-25 19:30:00,2008-02-25 18:30:00,5,Hungary,2008
180,47.2214,16.6142,2008-02-25 19:30:00,2008-02-25 18:30:00,4,Hungary,2008
182,44.2457,-68.3545,2008-02-25 19:30:00,2008-02-26 00:30:00,7,United States - Maine,2008
183,40.73,-74.28,2008-02-25 19:30:00,2008-02-26 00:30:00,3,United States - New Jersey,2008
186,37.3,-81.43,2008-02-25 19:30:00,2008-02-26 00:30:00,3,United States - West Virginia,2008
189,37.5619,-121.952,2008-02-25 19:30:00,2008-02-26 03:30:00,3,United States - California,2008
191,31.8987,-110.946,2008-02-25 19:30:00,2008-02-26 02:30:00,4,United States - Arizona,2008
192,34.1972,-79.7649,2008-02-25 19:30:00,2008-02-26 00:30:00,2,United States - South Carolina,2008
193,41.4335,-72.9318,2008-02-25 19:30:00,2008-02-26 00:30:00,4,United States - Connecticut,2008
194,32.2807,-111.081,2008-02-25 19:30:00,2008-02-26 02:30:00,6,United States - Arizona,2008
196,32.223,-110.76,2008-02-25 19:30:00,2008-02-26 02:30:00,3,United States - Arizona,2008
201,38.9794,-77.103,2008-02-25 19:31:00,2008-02-26 00:31:00,3,United States - Maryland,2008
202,32.237,-111.01,2008-02-25 19:32:00,2008-02-26 02:32:00,4,United States - Arizona,2008
203,47.2,18.4564,2008-02-25 19:35:00,2008-02-25 18:35:00,3,Hungary,2008
204,50.3581,18.8526,2008-02-25 19:35:00,2008-02-25 18:35:00,4,Poland,2008
205,33.9772,-98.5209,2008-02-25 19:36:00,2008-02-26 01:36:00,3,United States - Texas,2008
206,27.5044,-82.6417,2008-02-25 19:38:00,2008-02-26 00:38:00,4,United States - Florida,2008
207,30.1381,-85.7232,2008-02-25 19:38:00,2008-02-26 01:38:00,2,United States - Florida,2008
208,47.2497,19.6083,2008-02-25 19:39:00,2008-02-25 18:39:00,6,Hungary,2008
210,37.3751,-122.144,2008-02-25 19:39:00,2008-02-26 03:39:00,3,United States - California,2008
212,18.11,-66.59,2008-02-25 19:40:00,2008-02-25 23:40:00,7,Puerto Rico,2008
213,39.82,-75.0,2008-02-25 19:41:00,2008-02-26 00:41:00,4,United States - New Jersey,2008
214,38.9787,-77.11,2008-02-25 19:42:00,2008-02-26 00:42:00,4,United States - Maryland,2008
215,51.6117,7.7381,2008-02-25 19:43:00,2008-02-25 18:43:00,4,Germany,2008
218,60.1944,24.0017,2008-02-25 19:45:00,2008-02-25 17:45:00,5,Finland,2008
219,37.5582,-77.4828,2008-02-25 19:45:00,2008-02-26 00:45:00,3,United States - Virginia,2008
220,40.7654,-73.9819,2008-02-25 19:45:00,2008-02-26 00:45:00,3,United States - New York,2008
221,32.23,-110.92,2008-02-25 19:45:00,2008-02-26 02:45:00,5,United States - Arizona,2008
222,60.1944,24.0017,2008-02-25 19:45:00,2008-02-25 17:45:00,5,Finland,2008
223,40.252,-111.662,2008-02-25 19:45:00,2008-02-26 02:45:00,4,United States - Utah,2008
224,34.2704,-79.7016,2008-02-25 19:46:00,2008-02-26 00:46:00,4,United States - South Carolina,2008
227,38.9774,-77.108,2008-02-25 19:49:00,2008-02-26 00:49:00,4,United States - Maryland,2008
228,46.6864,21.0781,2008-02-25 19:50:00,2008-02-25 18:50:00,3,Hungary,2008
229,47.4931,19.0217,2008-02-25 19:50:00,2008-02-25 18:50:00,3,Hungary,2008
230,49.7738,17.7524,2008-02-25 19:50:00,2008-02-25 18:50:00,3,Czech Republic,2008
232,40.1998,-75.4573,2008-02-25 19:50:00,2008-02-26 00:50:00,3,United States - Pennsylvania,2008
233,9.95338,98.6368,2008-02-25 19:50:00,2008-02-25 12:50:00,3,Thailand,2008
235,51.2812,7.30432,2008-02-25 19:54:00,2008-02-25 18:54:00,5,Germany,2008
236,32.3167,-111.067,2008-02-25 19:55:00,2008-02-26 02:55:00,4,United States - Arizona,2008
237,39.9769,-74.1621,2008-02-25 19:55:00,2008-02-26 00:55:00,4,United States - New Jersey,2008
238,42.9676,-77.5941,2008-02-25 19:55:00,2008-02-26 00:55:00,4,United States - New York,2008
239,47.1164,18.3692,2008-02-25 19:56:00,2008-02-25 18:56:00,3,Hungary,2008
240,46.7242,25.6,2008-02-25 20:00:00,2008-02-25 18:00:00,5,Romania,2008
241,47.9514,21.6764,2008-02-25 20:00:00,2008-02-25 19:00:00,5,Hungary,2008
242,47.5347,21.6192,2008-02-25 20:00:00,2008-02-25 19:00:00,3,Hungary,2008
243,47.6089,18.9878,2008-02-25 20:00:00,2008-02-25 19:00:00,3,Hungary,2008
244,46.3269,17.69,2008-02-25 20:00:00,2008-02-25 19:00:00,5,Hungary,2008
245,46.5568,16.5507,2008-02-25 20:00:00,2008-02-25 19:00:00,5,Hungary,2008
246,49.9104,15.3909,2008-02-25 20:00:00,2008-02-25 19:00:00,4,Czech Republic,2008
247,52.4387,13.5029,2008-02-25 20:00:00,2008-02-25 19:00:00,3,Germany,2008
248,35.1546,-84.893,2008-02-25 20:00:00,2008-02-26 01:00:00,4,United States - Tennessee,2008
249,31.8905,-110.949,2008-02-25 20:00:00,2008-02-26 03:00:00,5,United States - Arizona,2008
250,47.6069,-122.557,2008-02-25 20:00:00,2008-02-26 04:00:00,3,United States - Washington,2008
251,35.5442,-97.6211,2008-02-25 20:00:00,2008-02-26 02:00:00,4,United States - Oklahoma,2008
252,34.2022,-118.647,2008-02-25 20:00:00,2008-02-26 04:00:00,4,United States - California,2008
253,38.1823,-78.385,2008-02-25 20:00:00,2008-02-26 01:00:00,5,United States - Virginia,2008
254,39.9565,-74.1103,2008-02-25 20:00:00,2008-02-26 01:00:00,4,United States - New Jersey,2008
256,44.03,-97.1,2008-02-25 20:00:00,2008-02-26 02:00:00,5,United States - South Dakota,2008
258,45.8069,15.9522,2008-02-25 20:00:00,2008-02-25 19:00:00,3,Croatia,2008
259,34.1765,-79.7895,2008-02-25 20:00:00,2008-02-26 01:00:00,4,United States - South Carolina,2008
260,34.2237,-79.8671,2008-02-25 20:00:00,2008-02-26 01:00:00,5,United States - South Carolina,2008
261,34.1636,-79.8062,2008-02-25 20:00:00,2008-02-26 01:00:00,5,United States - South Carolina,2008
262,34.1492,-79.8615,2008-02-25 20:00:00,2008-02-26 01:00:00,4,United States - South Carolina,2008
263,32.16,-111.03,2008-02-25 20:00:00,2008-02-26 03:00:00,5,United States - Arizona,2008
266,33.6767,-117.885,2008-02-25 20:00:00,2008-02-26 04:00:00,3,United States - California,2008
268,34.1148,-118.147,2008-02-25 20:00:00,2008-02-26 04:00:00,3,United States - California,2008
270,32.1412,-111.023,2008-02-25 20:00:00,2008-02-26 03:00:00,6,United States - Arizona,2008
271,52.4653,13.5228,2008-02-25 20:00:00,2008-02-25 19:00:00,3,Germany,2008
272,52.4653,13.5228,2008-02-25 20:00:00,2008-02-25 19:00:00,3,Germany,2008
273,43.68,-71.38,2008-02-25 20:00:00,2008-02-26 01:00:00,5,United States - New Hampshire,2008
274,40.7,-73.7,2008-02-25 20:00:00,2008-02-26 01:00:00,3,United States - New York,2008
276,32.4383,-111.0,2008-02-25 20:00:00,2008-02-26 03:00:00,4,United States - Arizona,2008
277,32.12,-110.93,2008-02-25 20:00:00,2008-02-26 03:00:00,2,United States - Arizona,2008
278,40.3691,-105.496,2008-02-25 20:00:00,2008-02-26 03:00:00,5,United States - Colorado,2008
279,52.4653,13.5228,2008-02-25 20:00:00,2008-02-25 19:00:00,3,Germany,2008
281,38.9764,-77.1046,2008-02-25 20:04:00,2008-02-26 01:04:00,3,United States - Maryland,2008
282,47.1906,18.6006,2008-02-25 20:05:00,2008-02-25 19:05:00,5,Hungary,2008
283,40.791,-73.202,2008-02-25 20:05:00,2008-02-26 01:05:00,3,United States - New York,2008
285,32.412,-110.994,2008-02-25 20:05:00,2008-02-26 03:05:00,4,United States - Arizona,2008
286,47.9908,-122.254,2008-02-25 20:06:00,2008-02-26 04:06:00,3,United States - Washington,2008
290,46.7042,20.1592,2008-02-25 20:10:00,2008-02-25 19:10:00,5,Hungary,2008
291,37.3208,-77.4464,2008-02-25 20:10:00,2008-02-26 01:10:00,4,United States - Virginia,2008
292,32.1144,-110.797,2008-02-25 20:10:00,2008-02-26 03:10:00,5,United States - Arizona,2008
293,41.77,-71.39,2008-02-25 20:11:00,2008-02-26 01:11:00,3,United States - Rhode Island,2008
295,47.2292,16.6289,2008-02-25 20:13:00,2008-02-25 19:13:00,5,Hungary,2008
296,32.22,-110.86,2008-02-25 20:13:00,2008-02-26 03:13:00,4,United States - Arizona,2008
297,47.0618,21.9341,2008-02-25 20:15:00,2008-02-25 18:15:00,4,Romania,2008
298,35.2465,-84.8762,2008-02-25 20:15:00,2008-02-26 01:15:00,4,United States - Tennessee,2008
301,10.38,-61.15,2008-02-25 20:15:00,2008-02-26 00:15:00,4,Trinidad and Tobago,2008
302,10.38,-61.17,2008-02-25 20:15:00,2008-02-26 00:15:00,4,Trinidad and Tobago,2008
303,34.1838,-79.8995,2008-02-25 20:15:00,2008-02-26 01:15:00,7,United States - South Carolina,2008
304,27.32,-97.89,2008-02-25 20:15:00,2008-02-26 02:15:00,5,United States - Texas,2008
305,32.2267,-110.938,2008-02-25 20:15:00,2008-02-26 03:15:00,4,United States - Arizona,2008
306,36.1053,-115.102,2008-02-25 20:15:00,2008-02-26 04:15:00,3,United States - Nevada,2008
307,32.32,-110.88,2008-02-25 20:15:00,2008-02-26 03:15:00,4,United States - Arizona,2008
309,38.9736,-77.1011,2008-02-25 20:18:00,2008-02-26 01:18:00,3,United States - Maryland,2008
310,47.7544,19.0739,2008-02-25 20:20:00,2008-02-25 19:20:00,4,Hungary,2008
311,47.0,18.5442,2008-02-25 20:20:00,2008-02-25 19:20:00,4,Hungary,2008
312,38.9697,-77.0603,2008-02-25 20:20:00,2008-02-26 01:20:00,3,United States - District of Columbia,2008
313,18.1,-66.57,2008-02-25 20:20:00,2008-02-26 00:20:00,4,Puerto Rico,2008
315,44.9089,-117.941,2008-02-25 20:20:00,2008-02-26 04:20:00,4,United States - Oregon,2008
316,46.2767,21.3139,2008-02-25 20:20:00,2008-02-25 18:20:00,6,Romania,2008
317,37.44,-120.78,2008-02-25 20:23:00,2008-02-26 04:23:00,3,United States - California,2008
318,41.3587,21.5756,2008-02-25 20:24:00,2008-02-25 19:24:00,4,Macedonia (FYROM),2008
319,46.21,18.8306,2008-02-25 20:25:00,2008-02-25 19:25:00,6,Hungary,2008
320,37.4396,-120.777,2008-02-25 20:25:00,2008-02-26 04:25:00,3,United States - California,2008
321,46.08,18.2261,2008-02-25 20:26:00,2008-02-25 19:26:00,4,Hungary,2008
322,32.2299,-110.996,2008-02-25 20:26:00,2008-02-26 03:26:00,4,United States - Arizona,2008
323,34.1598,-79.8061,2008-02-25 20:27:00,2008-02-26 01:27:00,4,United States - South Carolina,2008
324,34.1776,-79.8731,2008-02-25 20:27:00,2008-02-26 01:27:00,4,United States - South Carolina,2008
325,32.0658,-110.563,2008-02-25 20:27:00,2008-02-26 03:27:00,6,United States - Arizona,2008
326,33.9945,-84.049,2008-02-25 20:28:00,2008-02-26 01:28:00,4,United States - Georgia,2008
327,38.9644,-77.1002,2008-02-25 20:28:00,2008-02-26 01:28:00,3,United States - Maryland,2008
328,47.6411,19.0242,2008-02-25 20:30:00,2008-02-25 19:30:00,4,Hungary,2008
329,46.3425,17.9931,2008-02-25 20:30:00,2008-02-25 19:30:00,7,Hungary,2008
330,35.5481,-97.5875,2008-02-25 20:30:00,2008-02-26 02:30:00,4,United States - Oklahoma,2008
331,35.4676,-97.5737,2008-02-25 20:30:00,2008-02-26 02:30:00,3,United States - Oklahoma,2008
332,39.8731,-74.2016,2008-02-25 20:30:00,2008-02-26 01:30:00,4,United States - New Jersey,2008
335,41.6608,-71.5788,2008-02-25 20:30:00,2008-02-26 01:30:00,4,United States - Rhode Island,2008
336,37.4317,-81.5729,2008-02-25 20:30:00,2008-02-26 01:30:00,4,United States - West Virginia,2008
337,37.3661,-81.5518,2008-02-25 20:30:00,2008-02-26 01:30:00,3,United States - West Virginia,2008
339,34.2097,-79.8181,2008-02-25 20:30:00,2008-02-26 01:30:00,6,United States - South Carolina,2008
340,34.1717,-79.8359,2008-02-25 20:30:00,2008-02-26 01:30:00,6,United States - South Carolina,2008
341,46.1645,21.2921,2008-02-25 20:30:00,2008-02-25 18:30:00,3,Romania,2008
342,46.1954,21.3007,2008-02-25 20:30:00,2008-02-25 18:30:00,3,Romania,2008
346,42.23,-76.33,2008-02-25 20:30:00,2008-02-26 01:30:00,5,United States - New York,2008
347,49.5592,15.9361,2008-02-25 20:30:00,2008-02-25 19:30:00,5,Czech Republic,2008
348,35.1993,-82.8717,2008-02-25 20:31:00,2008-02-26 01:31:00,6,United States - North Carolina,2008
350,47.4781,19.0456,2008-02-25 20:35:00,2008-02-25 19:35:00,2,Hungary,2008
351,47.1846,18.4231,2008-02-25 20:35:00,2008-02-25 19:35:00,3,Hungary,2008
352,37.3448,-81.4453,2008-02-25 20:35:00,2008-02-26 01:35:00,3,United States - West Virginia,2008
353,37.4317,-81.5729,2008-02-25 20:35:00,2008-02-26 01:35:00,3,United States - West Virginia,2008
354,47.9847,26.7417,2008-02-25 20:37:00,2008-02-25 18:37:00,3,Romania,2008
355,40.7824,-73.9655,2008-02-25 20:37:00,2008-02-26 01:37:00,3,United States - New York,2008
356,48.5167,21.245,2008-02-25 20:38:00,2008-02-25 19:38:00,5,Hungary,2008
357,47.3617,18.5808,2008-02-25 20:40:00,2008-02-25 19:40:00,6,Hungary,2008
358,47.22,16.615,2008-02-25 20:40:00,2008-02-25 19:40:00,4,Hungary,2008
359,41.0751,29.154,2008-02-25 20:40:00,2008-02-25 18:40:00,4,Turkey,2008
360,27.4375,-82.5776,2008-02-25 20:40:00,2008-02-26 01:40:00,3,United States - Florida,2008
363,38.9586,-77.0945,2008-02-25 20:42:00,2008-02-26 01:42:00,3,United States - Maryland,2008
365,33.7726,-117.925,2008-02-25 20:45:00,2008-02-26 04:45:00,3,United States - California,2008
368,36.1,-115.13,2008-02-25 20:45:00,2008-02-26 04:45:00,3,United States - Nevada,2008
370,47.4942,18.9986,2008-02-25 20:49:00,2008-02-25 19:49:00,3,Hungary,2008
371,47.9483,21.7422,2008-02-25 20:50:00,2008-02-25 19:50:00,4,Hungary,2008
372,46.3594,17.9836,2008-02-25 20:50:00,2008-02-25 19:50:00,6,Hungary,2008
373,46.3264,17.6975,2008-02-25 20:50:00,2008-02-25 19:50:00,5,Hungary,2008
374,32.26,-110.94,2008-02-25 20:50:00,2008-02-26 03:50:00,4,United States - Arizona,2008
375,47.4758,19.0403,2008-02-25 20:52:00,2008-02-25 19:52:00,1,Hungary,2008
376,37.5342,-77.6506,2008-02-25 20:55:00,2008-02-26 01:55:00,4,United States - Virginia,2008
377,61.55,-149.45,2008-02-25 20:55:00,2008-02-26 05:55:00,4,United States - Alaska,2008
378,50.4128,21.7528,2008-02-25 21:00:00,2008-02-25 20:00:00,6,Poland,2008
379,27.4794,-82.6407,2008-02-25 21:00:00,2008-02-26 02:00:00,5,United States - Florida,2008
381,39.03,-77.04,2008-02-25 21:00:00,2008-02-26 02:00:00,2,United States - Maryland,2008
383,27.5625,-82.5452,2008-02-25 21:00:00,2008-02-26 02:00:00,3,United States - Florida,2008
384,45.2833,-65.9833,2008-02-25 21:00:00,2008-02-26 01:00:00,3,Canada,2008
385,52.1333,-106.667,2008-02-25 21:00:00,2008-02-26 03:00:00,3,Canada,2008
386,35.3862,-97.5279,2008-02-25 21:00:00,2008-02-26 03:00:00,4,United States - Oklahoma,2008
