,Latitude,Longitude,LocalTime,UTTime,LimitingMag,Country,Year
28,51.314,-114.055,2019-01-01 13:35:00,2019-01-01 20:35:00,5,Canada,2019
29,46.5734,11.6742,2019-01-01 22:49:00,2019-01-01 21:49:00,4,Italy,2019
32,42.5923,-95.9708,2019-01-01 19:09:00,2019-01-02 01:09:00,3,United States - Iowa,2019
33,51.3098,-114.036,2019-01-01 18:48:00,2019-01-02 01:48:00,5,Canada,2019
35,-8.05161,-34.8922,2019-01-01 23:00:00,2019-01-02 02:00:00,2,Brazil,2019
37,51.2917,-114.014,2019-01-01 19:07:00,2019-01-02 02:07:00,1,Canada,2019
38,51.2917,-114.014,2019-01-01 19:23:00,2019-01-02 02:23:00,1,Canada,2019
39,34.2365,-110.084,2019-01-01 19:28:00,2019-01-02 02:28:00,4,United States - Arizona,2019
40,51.3034,-114.023,2019-01-01 19:53:00,2019-01-02 02:53:00,1,Canada,2019
41,33.3369,-111.425,2019-01-01 20:10:00,2019-01-02 03:10:00,5,United States - Arizona,2019
43,34.877,-84.9588,2019-01-01 22:32:00,2019-01-02 03:32:00,4,United States - Georgia,2019
46,48.1237,-117.197,2019-01-01 21:21:00,2019-01-02 05:21:00,2,United States - Washington,2019
47,47.5803,-117.546,2019-01-01 22:54:00,2019-01-02 06:54:00,4,United States - Washington,2019
48,35.6536,139.8,2019-01-02 18:58:00,2019-01-02 09:58:00,2,Japan,2019
49,35.7113,139.541,2019-01-02 19:46:00,2019-01-02 10:46:00,2,Japan,2019
50,39.6956,141.175,2019-01-02 19:46:00,2019-01-02 10:46:00,3,Japan,2019
51,35.5631,139.726,2019-01-02 19:51:00,2019-01-02 10:51:00,1,Japan,2019
52,35.7132,139.838,2019-01-02 19:54:00,2019-01-02 10:54:00,2,Japan,2019
53,35.7093,139.638,2019-01-02 20:23:00,2019-01-02 11:23:00,2,Japan,2019
54,35.7876,139.903,2019-01-02 20:45:00,2019-01-02 11:45:00,2,Japan,2019
55,36.4794,140.376,2019-01-02 21:00:00,2019-01-02 12:00:00,4,Japan,2019
56,35.7591,139.631,2019-01-02 21:20:00,2019-01-02 12:20:00,2,Japan,2019
57,36.1836,139.294,2019-01-02 21:20:00,2019-01-02 12:20:00,3,Japan,2019
58,34.4507,135.516,2019-01-02 21:39:00,2019-01-02 12:39:00,3,Japan,2019
59,35.872,140.008,2019-01-02 21:46:00,2019-01-02 12:46:00,2,Japan,2019
60,35.7995,139.98,2019-01-02 21:48:00,2019-01-02 12:48:00,2,Japan,2019
61,35.7172,139.747,2019-01-02 21:56:00,2019-01-02 12:56:00,2,Japan,2019
62,36.3077,139.025,2019-01-02 22:13:00,2019-01-02 13:13:00,3,Japan,2019
63,35.7316,139.862,2019-01-02 21:50:00,2019-01-02 12:50:00,3,Japan,2019
64,35.7318,139.862,2019-01-02 21:50:00,2019-01-02 12:50:00,3,Japan,2019
65,35.8068,139.679,2019-01-02 22:47:00,2019-01-02 13:47:00,3,Japan,2019
66,35.8068,139.679,2019-01-02 22:47:00,2019-01-02 13:47:00,3,Japan,2019
67,35.7149,139.744,2019-01-02 21:46:00,2019-01-02 12:46:00,2,Japan,2019
68,36.3399,140.475,2019-01-02 20:00:00,2019-01-02 11:00:00,2,Japan,2019
69,33.7035,130.427,2019-01-02 23:37:00,2019-01-02 14:37:00,3,Japan,2019
70,35.9064,139.579,2019-01-02 21:50:00,2019-01-02 12:50:00,3,Japan,2019
71,35.3241,139.443,2019-01-02 23:54:00,2019-01-02 14:54:00,2,Japan,2019
72,42.3363,-71.2728,2019-01-01 22:31:00,2019-01-02 03:31:00,4,United States - Massachusetts,2019
74,35.7387,139.849,2019-01-03 00:32:00,2019-01-02 15:32:00,2,Japan,2019
75,33.5162,130.564,2019-01-03 00:57:00,2019-01-02 15:57:00,4,Japan,2019
76,-21.9816,-46.7812,2019-01-01 00:01:00,2019-01-01 02:01:00,4,Brazil,2019
78,45.3442,10.1466,2019-01-02 20:07:00,2019-01-02 19:07:00,4,Italy,2019
79,45.5589,9.8509,2019-01-02 20:33:00,2019-01-02 19:33:00,3,Italy,2019
80,46.5552,11.861,2019-01-02 22:34:00,2019-01-02 21:34:00,5,Italy,2019
81,45.4995,10.1698,2019-01-02 20:56:00,2019-01-02 19:56:00,3,Italy,2019
82,45.5036,10.1733,2019-01-02 21:00:00,2019-01-02 20:00:00,3,Italy,2019
83,46.2303,10.8264,2019-01-02 22:05:00,2019-01-02 21:05:00,2,Italy,2019
84,42.3678,-71.3029,2019-01-02 18:39:00,2019-01-02 23:39:00,3,United States - Massachusetts,2019
87,42.3149,-71.3271,2019-01-02 19:13:00,2019-01-03 00:13:00,2,United States - Massachusetts,2019
89,36.6614,137.32,2019-01-02 22:30:00,2019-01-02 13:30:00,4,Japan,2019
90,42.5923,-95.9708,2019-01-02 20:17:00,2019-01-03 02:17:00,5,United States - Iowa,2019
91,47.5803,-117.546,2019-01-01 23:13:00,2019-01-02 07:13:00,4,United States - Washington,2019
92,47.5803,-117.546,2019-01-01 23:13:00,2019-01-02 07:13:00,4,United States - Washington,2019
93,47.5803,-117.546,2019-01-01 23:13:00,2019-01-02 07:13:00,4,United States - Washington,2019
94,47.5803,-117.546,2019-01-02 18:13:00,2019-01-03 02:13:00,4,United States - Washington,2019
95,42.588,-95.9675,2019-01-02 20:27:00,2019-01-03 02:27:00,2,United States - Iowa,2019
96,42.5902,-95.9779,2019-01-02 20:38:00,2019-01-03 02:38:00,5,United States - Iowa,2019
97,51.2917,-114.014,2019-01-02 19:47:00,2019-01-03 02:47:00,2,Canada,2019
98,51.3018,-114.032,2019-01-02 19:52:00,2019-01-03 02:52:00,2,Canada,2019
99,44.0548,-121.327,2019-01-02 05:43:00,2019-01-02 13:43:00,4,United States - Oregon,2019
105,34.7498,135.512,2019-01-03 01:00:00,2019-01-02 16:00:00,3,Japan,2019
106,35.7067,139.868,2019-01-02 01:00:00,2019-01-01 16:00:00,2,Japan,2019
107,34.1774,131.461,2019-01-02 00:00:00,2019-01-02 00:00:00,4,Japan,2019
108,36.1688,139.542,2019-01-02 23:40:00,2019-01-02 14:40:00,2,Japan,2019
110,38.8878,-119.82,2019-01-02 23:14:00,2019-01-03 07:14:00,4,United States - Nevada,2019
111,35.5997,139.342,2019-01-03 18:09:00,2019-01-03 09:09:00,1,Japan,2019
112,35.7926,139.447,2019-01-03 18:54:00,2019-01-03 09:54:00,2,Japan,2019
113,35.7928,139.447,2019-01-03 19:04:00,2019-01-03 10:04:00,2,Japan,2019
115,35.6318,140.109,2019-01-03 20:02:00,2019-01-03 11:02:00,2,Japan,2019
117,36.1269,140.083,2019-01-03 20:26:00,2019-01-03 11:26:00,4,Japan,2019
118,34.8899,136.94,2019-01-03 20:36:00,2019-01-03 11:36:00,3,Japan,2019
119,35.7365,139.533,2019-01-03 20:42:00,2019-01-03 11:42:00,1,Japan,2019
120,35.7455,139.703,2019-01-03 20:40:00,2019-01-03 11:40:00,3,Japan,2019
122,36.0093,138.113,2019-01-03 20:58:00,2019-01-03 11:58:00,3,Japan,2019
123,38.3264,140.882,2019-01-01 23:35:00,2019-01-01 14:35:00,4,Japan,2019
124,34.9771,138.383,2019-01-03 21:23:00,2019-01-03 12:23:00,3,Japan,2019
125,35.869,139.609,2019-01-03 21:38:00,2019-01-03 12:38:00,3,Japan,2019
126,36.2163,137.974,2019-01-03 21:40:00,2019-01-03 12:40:00,3,Japan,2019
130,45.7688,1.05404,2019-01-02 23:30:00,2019-01-02 22:30:00,5,France,2019
131,35.6587,139.883,2019-01-03 22:31:00,2019-01-03 13:31:00,1,Japan,2019
132,35.682,139.928,2019-01-03 21:32:00,2019-01-03 12:32:00,2,Japan,2019
133,35.7341,139.8,2019-01-03 21:43:00,2019-01-03 12:43:00,3,Japan,2019
134,35.3436,139.431,2019-01-03 23:02:00,2019-01-03 14:02:00,2,Japan,2019
135,35.7033,139.908,2019-01-02 20:13:00,2019-01-02 11:13:00,1,Japan,2019
136,35.9618,138.256,2019-01-03 23:54:00,2019-01-03 14:54:00,5,Japan,2019
137,35.6532,140.172,2019-01-04 00:06:00,2019-01-03 15:06:00,3,Japan,2019
138,35.7442,139.733,2019-01-04 00:08:00,2019-01-03 15:08:00,1,Japan,2019
139,35.6843,139.903,2019-01-04 22:12:00,2019-01-04 13:12:00,3,Japan,2019
140,43.6418,-85.8161,2019-12-08 09:40:00,2019-12-08 14:40:00,6,United States - Michigan,2019
141,36.3897,140.252,2019-01-04 01:27:00,2019-01-03 16:27:00,3,Japan,2019
142,36.3897,140.252,2019-01-04 01:30:00,2019-01-03 16:30:00,3,Japan,2019
143,45.9835,7.78468,2019-01-03 19:01:00,2019-01-03 18:01:00,5,Switzerland,2019
144,44.875,11.0728,2019-01-03 22:22:00,2019-01-03 21:22:00,5,Italy,2019
145,46.2603,10.5091,2019-01-03 23:03:00,2019-01-03 22:03:00,3,Italy,2019
148,36.1032,138.197,2019-01-02 21:00:00,2019-01-02 12:00:00,3,Japan,2019
149,51.3019,-114.032,2019-01-03 18:38:00,2019-01-04 01:38:00,1,Canada,2019
152,51.2904,-114.006,2019-01-03 19:12:00,2019-01-04 02:12:00,4,Canada,2019
153,37.9161,-122.311,2019-01-03 17:59:00,2019-01-04 01:59:00,1,United States - California,2019
154,42.5923,-95.9708,2019-01-03 20:29:00,2019-01-04 02:29:00,5,United States - Iowa,2019
155,42.335,-71.271,2019-01-03 21:29:00,2019-01-04 02:29:00,1,United States - Massachusetts,2019
156,51.2926,-114.02,2019-01-03 07:54:00,2019-01-03 14:54:00,2,Canada,2019
157,51.3048,-114.036,2019-01-03 19:53:00,2019-01-04 02:53:00,4,Canada,2019
158,33.7723,-118.42,2019-01-03 19:16:00,2019-01-04 03:16:00,3,United States - California,2019
159,31.5968,130.512,2019-12-31 19:11:00,2019-12-31 10:11:00,2,Japan,2019
160,51.0486,-114.071,2019-01-03 20:34:00,2019-01-04 03:34:00,1,Canada,2019
162,7.8979,98.3011,2019-01-02 21:00:00,2019-01-02 14:00:00,2,Thailand,2019
168,47.5802,-117.687,2019-01-02 20:43:00,2019-01-03 04:43:00,1,United States - Washington,2019
170,33.5127,-112.459,2019-01-03 23:05:00,2019-01-04 06:05:00,4,United States - Arizona,2019
171,35.3774,139.536,2019-01-02 22:00:00,2019-01-02 13:00:00,2,Japan,2019
172,35.7255,139.745,2019-01-03 20:21:00,2019-01-03 11:21:00,1,Japan,2019
173,36.3087,139.831,2019-01-04 17:31:00,2019-01-04 08:31:00,4,Japan,2019
174,35.6374,139.658,2019-01-04 19:00:00,2019-01-04 10:00:00,2,Japan,2019
175,35.504,139.693,2019-01-03 20:30:00,2019-01-03 11:30:00,3,Japan,2019
178,35.9867,139.741,2019-01-04 19:44:00,2019-01-04 10:44:00,2,Japan,2019
179,35.7563,139.712,2019-01-04 19:57:00,2019-01-04 10:57:00,2,Japan,2019
180,44.1276,15.2432,2019-01-03 22:00:00,2019-01-03 21:00:00,3,Croatia,2019
181,35.4294,139.507,2019-01-04 20:58:00,2019-01-04 11:58:00,3,Japan,2019
182,35.4446,139.637,2019-01-04 21:18:00,2019-01-04 12:18:00,1,Japan,2019
183,35.8652,139.74,2019-01-04 21:35:00,2019-01-04 12:35:00,2,Japan,2019
186,38.6368,140.545,2019-01-02 22:05:00,2019-01-02 13:05:00,2,Japan,2019
187,35.7767,140.001,2019-01-04 22:12:00,2019-01-04 13:12:00,2,Japan,2019
188,3.05513,101.457,2019-01-04 21:12:00,2019-01-04 13:12:00,2,Malaysia,2019
189,35.7833,139.779,2019-01-04 22:25:00,2019-01-04 13:25:00,2,Japan,2019
191,35.8856,139.926,2019-01-01 20:58:00,2019-01-01 11:58:00,3,Japan,2019
192,45.5465,10.2986,2019-01-04 20:36:00,2019-01-04 19:36:00,1,Italy,2019
193,35.7061,138.652,2019-01-04 21:34:00,2019-01-04 12:34:00,2,Japan,2019
194,40.167,-104.99,2019-01-04 18:16:00,2019-01-05 01:16:00,4,United States - Colorado,2019
196,35.5919,139.706,2019-01-04 23:30:00,2019-01-04 14:30:00,1,Japan,2019
197,39.6877,-105.107,2019-01-04 19:35:00,2019-01-05 02:35:00,3,United States - Colorado,2019
199,36.6433,138.313,2019-01-05 00:05:00,2019-01-04 15:05:00,4,Japan,2019
201,38.6086,-90.3598,2019-01-04 21:31:00,2019-01-05 03:31:00,4,United States - Missouri,2019
202,39.7057,-105.103,2019-01-04 20:30:00,2019-01-05 03:30:00,3,United States - Colorado,2019
203,35.9423,139.669,2019-01-01 12:10:00,2019-01-01 03:10:00,3,Japan,2019
204,37.9109,-122.276,2019-01-04 19:54:00,2019-01-05 03:54:00,3,United States - California,2019
205,51.3069,-114.041,2019-01-04 00:00:00,2019-01-04 07:00:00,2,Canada,2019
206,51.3018,-114.032,2019-01-04 22:05:00,2019-01-05 05:05:00,1,Canada,2019
208,48.1775,-117.04,2019-01-04 21:21:00,2019-01-05 05:21:00,1,United States - Washington,2019
209,48.1776,-117.04,2019-01-04 21:26:00,2019-01-05 05:26:00,1,United States - Washington,2019
210,51.3037,-114.032,2019-01-04 22:49:00,2019-01-05 05:49:00,7,Canada,2019
211,35.6642,138.568,2019-01-03 22:00:00,2019-01-03 13:00:00,4,Japan,2019
213,47.5802,-117.687,2019-01-04 22:24:00,2019-01-05 06:24:00,1,United States - Washington,2019
214,36.1076,140.046,2019-01-04 19:12:00,2019-01-04 10:12:00,2,Japan,2019
215,35.7505,139.696,2019-01-04 20:00:00,2019-01-04 11:00:00,2,Japan,2019
216,35.5052,139.625,2019-01-05 18:50:00,2019-01-05 09:50:00,2,Japan,2019
217,35.5052,139.625,2019-01-05 19:02:00,2019-01-05 10:02:00,2,Japan,2019
218,35.8597,139.989,2019-01-05 19:14:00,2019-01-05 10:14:00,2,Japan,2019
219,35.8595,139.989,2019-01-05 19:18:00,2019-01-05 10:18:00,2,Japan,2019
220,34.6073,137.179,2019-01-05 19:21:00,2019-01-05 10:21:00,3,Japan,2019
221,35.7178,139.579,2019-01-05 19:25:00,2019-01-05 10:25:00,2,Japan,2019
222,35.9772,139.595,2019-01-05 19:43:00,2019-01-05 10:43:00,2,Japan,2019
224,35.7107,139.801,2019-01-05 19:53:00,2019-01-05 10:53:00,2,Japan,2019
225,35.7276,139.879,2019-01-05 19:55:00,2019-01-05 10:55:00,3,Japan,2019
226,35.7659,139.693,2019-01-05 20:14:00,2019-01-05 11:14:00,2,Japan,2019
227,36.404,139.345,2019-01-05 20:21:00,2019-01-05 11:21:00,2,Japan,2019
228,35.7178,139.566,2019-01-05 20:24:00,2019-01-05 11:24:00,3,Japan,2019
229,35.8439,139.435,2019-01-05 20:26:00,2019-01-05 11:26:00,3,Japan,2019
230,35.931,140.166,2019-01-05 20:25:00,2019-01-05 11:25:00,2,Japan,2019
231,44.4251,8.94943,2019-01-05 22:12:00,2019-01-05 21:12:00,1,Italy,2019
232,44.4251,8.94943,2019-01-05 22:12:00,2019-01-05 21:12:00,1,Italy,2019
233,35.5779,139.685,2019-01-05 20:32:00,2019-01-05 11:32:00,2,Japan,2019
234,35.8425,139.677,2019-01-05 20:36:00,2019-01-05 11:36:00,2,Japan,2019
235,35.8526,139.416,2019-01-05 20:40:00,2019-01-05 11:40:00,3,Japan,2019
236,35.8527,139.416,2019-01-05 20:49:00,2019-01-05 11:49:00,3,Japan,2019
237,35.4907,139.636,2019-01-05 20:46:00,2019-01-05 11:46:00,3,Japan,2019
238,35.644,140.114,2019-01-05 21:03:00,2019-01-05 12:03:00,2,Japan,2019
239,39.7815,140.073,2019-01-05 21:06:00,2019-01-05 12:06:00,4,Japan,2019
240,35.9596,139.968,2019-01-05 21:11:00,2019-01-05 12:11:00,3,Japan,2019
242,35.857,139.649,2019-01-05 21:11:00,2019-01-05 12:11:00,3,Japan,2019
243,35.9452,139.666,2019-01-05 21:27:00,2019-01-05 12:27:00,2,Japan,2019
244,35.783,139.718,2019-01-05 21:27:00,2019-01-05 12:27:00,2,Japan,2019
245,36.2048,138.253,2019-01-05 21:34:00,2019-01-05 12:34:00,2,Japan,2019
246,47.6101,20.7281,2019-01-03 19:45:00,2019-01-03 18:45:00,4,Hungary,2019
247,47.6101,20.7278,2019-01-04 19:50:00,2019-01-04 18:50:00,5,Hungary,2019
248,36.1136,139.796,2019-01-05 21:50:00,2019-01-05 12:50:00,2,Japan,2019
249,35.9357,139.433,2019-01-05 21:57:00,2019-01-05 12:57:00,2,Japan,2019
250,35.7265,139.695,2019-01-05 22:13:00,2019-01-05 13:13:00,2,Japan,2019
251,36.1355,139.391,2019-01-05 22:26:00,2019-01-05 13:26:00,3,Japan,2019
252,35.5249,138.742,2019-01-05 22:00:00,2019-01-05 13:00:00,5,Japan,2019
253,35.7041,139.62,2019-01-04 21:30:00,2019-01-04 12:30:00,1,Japan,2019
254,35.7642,139.998,2019-01-05 23:58:00,2019-01-05 14:58:00,2,Japan,2019
255,-7.0303,110.387,2019-01-05 20:23:00,2019-01-05 13:23:00,3,Indonesia,2019
256,35.9932,139.439,2019-01-05 21:45:00,2019-01-05 12:45:00,4,Japan,2019
259,35.8254,139.805,2019-01-05 21:45:00,2019-01-05 12:45:00,2,Japan,2019
260,35.6904,140.094,2019-01-06 02:35:00,2019-01-05 17:35:00,1,Japan,2019
261,42.6318,-98.6943,2019-01-04 08:00:00,2019-01-04 14:00:00,6,United States - Nebraska,2019
262,42.6318,-98.6943,2019-01-04 08:00:00,2019-01-04 14:00:00,6,United States - Nebraska,2019
263,59.3428,17.8821,2019-01-05 16:40:00,2019-01-05 15:40:00,4,Sweden,2019
264,45.5416,10.2118,2019-01-05 21:22:00,2019-01-05 20:22:00,3,Italy,2019
265,45.367,10.4362,2019-01-05 21:33:00,2019-01-05 20:33:00,2,Italy,2019
266,45.367,10.4362,2019-01-05 21:37:00,2019-01-05 20:37:00,2,Italy,2019
267,45.5416,10.2118,2019-01-05 21:46:00,2019-01-05 20:46:00,1,Italy,2019
268,51.2917,-114.014,2019-01-05 14:32:00,2019-01-05 21:32:00,5,Canada,2019
269,37.5373,15.0625,2019-01-02 19:23:00,2019-01-02 18:23:00,4,Italy,2019
270,33.2364,-116.38,2019-01-04 22:30:00,2019-01-05 06:30:00,4,United States - California,2019
271,40.378,-86.8783,2019-01-05 18:45:00,2019-01-05 23:45:00,3,United States - Indiana,2019
272,42.1518,-74.6449,2019-01-05 19:39:00,2019-01-06 00:39:00,5,United States - New York,2019
274,35.7773,140.314,2019-01-05 00:00:00,2019-01-05 00:00:00,3,Japan,2019
275,35.7766,140.314,2019-01-05 23:00:00,2019-01-05 14:00:00,3,Japan,2019
276,51.3049,-114.036,2019-01-05 18:47:00,2019-01-06 01:47:00,3,Canada,2019
286,51.3066,-114.035,2019-01-04 21:30:00,2019-01-05 04:30:00,1,Canada,2019
288,51.3019,-114.032,2019-01-05 20:08:00,2019-01-06 03:08:00,1,Canada,2019
289,40.0287,-76.5363,2019-01-05 22:13:00,2019-01-06 03:13:00,4,United States - Pennsylvania,2019
291,47.5759,-117.682,2019-01-05 17:55:00,2019-01-06 01:55:00,1,United States - Washington,2019
292,42.3635,-71.3263,2019-01-05 22:53:00,2019-01-06 03:53:00,3,United States - Massachusetts,2019
294,42.3635,-71.3262,2019-01-05 22:55:00,2019-01-06 03:55:00,3,United States - Massachusetts,2019
295,34.12,139.521,2019-01-01 21:00:00,2019-01-01 12:00:00,5,Japan,2019
296,51.3037,-114.032,2019-01-05 21:35:00,2019-01-06 04:35:00,7,Canada,2019
297,35.8085,139.661,2019-01-05 20:30:00,2019-01-05 11:30:00,2,Japan,2019
299,42.587,-95.9646,2019-01-05 23:30:00,2019-01-06 05:30:00,4,United States - Iowa,2019
300,35.6499,139.682,2019-01-06 15:08:00,2019-01-06 06:08:00,1,Japan,2019
301,35.6499,139.681,2019-01-06 20:15:00,2019-01-06 11:15:00,1,Japan,2019
302,35.5528,140.158,2019-01-06 01:30:00,2019-01-05 16:30:00,3,Japan,2019
303,35.7632,139.704,2019-01-06 18:07:00,2019-01-06 09:07:00,1,Japan,2019
304,35.5974,139.685,2019-01-06 18:16:00,2019-01-06 09:16:00,1,Japan,2019
305,35.9482,139.769,2019-01-06 18:42:00,2019-01-06 09:42:00,2,Japan,2019
307,33.87,132.816,2019-01-06 18:59:00,2019-01-06 09:59:00,1,Japan,2019
308,35.7043,139.755,2019-01-06 19:02:00,2019-01-06 10:02:00,2,Japan,2019
309,35.6637,139.496,2019-01-06 19:10:00,2019-01-06 10:10:00,2,Japan,2019
311,35.6623,139.801,2019-01-06 19:16:00,2019-01-06 10:16:00,3,Japan,2019
314,35.9357,139.433,2019-01-06 19:03:00,2019-01-06 10:03:00,3,Japan,2019
315,35.4883,139.458,2019-01-05 19:46:00,2019-01-05 10:46:00,2,Japan,2019
316,35.5228,139.656,2019-01-06 20:03:00,2019-01-06 11:03:00,2,Japan,2019
317,35.7397,139.669,2019-01-06 20:11:00,2019-01-06 11:11:00,1,Japan,2019
318,26.0948,127.699,2019-01-06 20:08:00,2019-01-06 11:08:00,2,Japan,2019
319,35.8748,140.007,2019-01-06 20:15:00,2019-01-06 11:15:00,2,Japan,2019
320,35.6506,139.541,2019-01-06 20:22:00,2019-01-06 11:22:00,1,Japan,2019
321,35.7201,139.761,2019-01-06 20:48:00,2019-01-06 11:48:00,1,Japan,2019
322,32.6405,130.693,2019-01-06 20:58:00,2019-01-06 11:58:00,3,Japan,2019
323,36.0021,139.276,2019-01-06 21:00:00,2019-01-06 12:00:00,3,Japan,2019
324,35.6451,139.733,2019-01-06 21:04:00,2019-01-06 12:04:00,3,Japan,2019
325,35.4529,139.635,2019-01-06 21:06:00,2019-01-06 12:06:00,2,Japan,2019
326,35.4529,139.635,2019-01-06 21:06:00,2019-01-06 12:06:00,2,Japan,2019
327,35.7911,139.669,2019-01-06 21:04:00,2019-01-06 12:04:00,1,Japan,2019
329,36.0658,139.522,2019-01-06 21:25:00,2019-01-06 12:25:00,2,Japan,2019
330,35.8433,139.801,2019-01-06 21:25:00,2019-01-06 12:25:00,2,Japan,2019
331,35.6514,139.711,2019-01-06 20:30:00,2019-01-06 11:30:00,2,Japan,2019
332,35.7466,139.619,2019-01-06 21:19:00,2019-01-06 12:19:00,2,Japan,2019
333,35.714,139.408,2019-01-06 21:22:00,2019-01-06 12:22:00,2,Japan,2019
334,35.6629,139.745,2019-01-06 21:40:00,2019-01-06 12:40:00,2,Japan,2019
335,35.5373,139.657,2019-01-06 21:50:00,2019-01-06 12:50:00,2,Japan,2019
336,35.6034,139.503,2019-01-06 21:51:00,2019-01-06 12:51:00,2,Japan,2019
337,35.6723,139.826,2019-01-06 21:57:00,2019-01-06 12:57:00,2,Japan,2019
339,35.5593,139.729,2019-01-06 21:55:00,2019-01-06 12:55:00,1,Japan,2019
340,35.7304,139.733,2019-01-06 22:02:00,2019-01-06 13:02:00,1,Japan,2019
341,35.5593,139.729,2019-01-06 21:55:00,2019-01-06 12:55:00,1,Japan,2019
342,35.8358,139.956,2019-01-06 22:04:00,2019-01-06 13:04:00,3,Japan,2019
343,35.7067,139.868,2019-01-06 21:48:00,2019-01-06 12:48:00,2,Japan,2019
344,31.3915,130.393,2019-01-06 22:33:00,2019-01-06 13:33:00,4,Japan,2019
345,35.8095,140.166,2019-01-06 21:45:00,2019-01-06 12:45:00,2,Japan,2019
346,35.761,139.718,2019-01-06 22:49:00,2019-01-06 13:49:00,2,Japan,2019
347,35.7633,139.71,2019-01-06 22:48:00,2019-01-06 13:48:00,2,Japan,2019
348,35.8298,139.807,2019-01-06 22:55:00,2019-01-06 13:55:00,2,Japan,2019
349,35.7163,139.346,2019-01-06 22:55:00,2019-01-06 13:55:00,1,Japan,2019
350,35.7181,139.346,2019-01-06 22:59:00,2019-01-06 13:59:00,1,Japan,2019
351,35.9913,139.553,2019-01-06 22:00:00,2019-01-06 13:00:00,3,Japan,2019
352,35.3299,139.404,2019-01-05 23:25:00,2019-01-05 14:25:00,3,Japan,2019
353,38.0366,140.724,2019-01-06 23:30:00,2019-01-06 14:30:00,4,Japan,2019
354,35.7689,139.7,2019-01-05 21:33:00,2019-01-05 12:33:00,1,Japan,2019
355,46.2603,10.5091,2019-01-06 15:47:00,2019-01-06 14:47:00,6,Italy,2019
356,35.7704,139.743,2019-01-07 00:00:00,2019-01-06 15:00:00,1,Japan,2019
357,35.6999,139.746,2019-01-06 23:59:00,2019-01-06 14:59:00,2,Japan,2019
358,35.7313,139.745,2019-01-06 22:10:00,2019-01-06 13:10:00,2,Japan,2019
359,35.8213,139.789,2019-01-07 21:30:00,2019-01-07 12:30:00,2,Japan,2019
360,35.9359,139.775,2019-01-07 00:21:00,2019-01-06 15:21:00,2,Japan,2019
361,35.9359,139.775,2019-01-07 21:39:00,2019-01-07 12:39:00,2,Japan,2019
362,35.7528,139.733,2019-01-06 21:30:00,2019-01-06 12:30:00,2,Japan,2019
364,35.791,139.673,2019-01-07 00:32:00,2019-01-06 15:32:00,2,Japan,2019
365,35.9359,139.775,2019-01-06 21:24:00,2019-01-06 12:24:00,2,Japan,2019
366,35.9359,139.775,2019-01-07 00:36:00,2019-01-06 15:36:00,4,Japan,2019
367,35.4417,139.351,2019-01-06 21:40:00,2019-01-06 12:40:00,2,Japan,2019
368,35.7607,139.705,2019-01-07 01:35:00,2019-01-06 16:35:00,3,Japan,2019
369,35.7757,139.675,2019-01-07 01:47:00,2019-01-06 16:47:00,2,Japan,2019
