,Latitude,Longitude,LocalTime,UTTime,LimitingMag,Country,Year
74,28.6182,-17.9041,2020-01-06 23:47:00,2020-01-06 22:47:00,3,Spain,2020
75,28.6605,-17.9069,2020-01-06 23:51:00,2020-01-06 23:51:00,4,Spain,2020
76,28.6184,-17.8999,2020-01-07 00:05:00,2020-01-07 00:05:00,3,Spain,2020
77,39.9933,-105.087,2020-01-06 20:00:00,2020-01-07 03:00:00,1,United States - Colorado,2020
79,37.4984,-76.9933,2020-01-06 20:47:00,2020-01-07 01:47:00,6,United States - Virginia,2020
81,44.0548,-121.327,2020-01-07 04:30:00,2020-01-07 12:30:00,3,United States - Oregon,2020
82,28.6184,-17.8999,2020-01-07 20:55:00,2020-01-07 20:55:00,2,Spain,2020
83,28.6184,-17.8999,2020-01-07 20:55:00,2020-01-07 20:55:00,2,Spain,2020
84,47.0317,18.0087,2020-01-07 22:13:00,2020-01-07 21:13:00,7,Hungary,2020
85,47.0317,18.0087,2020-01-07 22:13:00,2020-01-07 21:13:00,7,Hungary,2020
86,28.6184,-17.8999,2020-01-07 22:26:00,2020-01-07 22:26:00,2,Spain,2020
87,28.6378,-17.8833,2020-01-07 23:07:00,2020-01-07 23:07:00,1,Spain,2020
88,28.6597,-17.9124,2020-01-07 23:15:00,2020-01-07 23:15:00,4,Spain,2020
89,28.6602,-17.907,2020-01-07 23:26:00,2020-01-07 23:26:00,3,Spain,2020
90,28.6183,-17.9041,2020-01-08 00:29:00,2020-01-07 23:29:00,3,Spain,2020
91,49.2754,-122.763,2020-01-07 18:09:00,2020-01-08 02:09:00,4,Canada,2020
92,28.6546,-17.9187,2020-01-08 07:02:00,2020-01-08 06:02:00,5,Spain,2020
93,28.6184,-17.8999,2020-01-08 07:37:00,2020-01-08 07:37:00,1,Spain,2020
94,44.0548,-121.327,2020-01-08 04:26:00,2020-01-08 12:26:00,1,United States - Oregon,2020
95,28.6184,-17.8999,2020-01-08 19:17:00,2020-01-08 19:17:00,1,Spain,2020
97,28.6184,-17.8999,2020-01-08 19:58:00,2020-01-08 19:58:00,3,Spain,2020
98,28.6184,-17.8999,2020-01-08 19:58:00,2020-01-08 19:58:00,2,Spain,2020
99,28.6184,-17.8999,2020-01-08 22:02:00,2020-01-08 22:02:00,2,Spain,2020
100,28.6568,-17.9102,2020-01-08 22:09:00,2020-01-08 22:09:00,2,Spain,2020
101,28.6378,-17.8833,2020-01-08 22:55:00,2020-01-08 22:55:00,2,Spain,2020
102,28.6603,-17.907,2020-01-08 23:08:00,2020-01-08 23:08:00,3,Spain,2020
103,28.659,-17.9082,2020-01-08 23:23:00,2020-01-08 23:23:00,2,Spain,2020
104,28.6183,-17.9041,2020-01-09 00:09:00,2020-01-08 23:09:00,3,Spain,2020
105,39.0927,-84.4558,2020-01-08 21:08:00,2020-01-09 05:08:00,3,United States - Kentucky,2020
106,39.0927,-84.4558,2020-01-08 21:08:00,2020-01-09 05:08:00,3,Canada,2020
107,28.6546,-17.9187,2020-01-09 06:48:00,2020-01-09 05:48:00,3,Spain,2020
108,44.0548,-121.327,2020-01-09 04:26:00,2020-01-09 12:26:00,4,United States - Oregon,2020
109,28.6574,-17.9117,2020-01-09 19:28:00,2020-01-09 19:28:00,1,Spain,2020
110,28.6184,-17.8999,2020-01-09 20:15:00,2020-01-09 20:15:00,3,Spain,2020
111,28.6184,-17.8999,2020-01-09 21:32:00,2020-01-09 21:32:00,2,Spain,2020
112,28.6591,-17.9178,2020-01-09 22:31:00,2020-01-09 22:31:00,3,Spain,2020
113,28.6602,-17.907,2020-01-09 23:06:00,2020-01-09 23:06:00,3,Spain,2020
114,28.6569,-17.9191,2020-01-09 23:19:00,2020-01-09 23:19:00,2,Spain,2020
115,28.6184,-17.8999,2020-01-09 23:24:00,2020-01-09 23:24:00,2,Spain,2020
116,28.6547,-17.9187,2020-01-09 23:24:00,2020-01-09 22:24:00,2,Spain,2020
117,28.6183,-17.9041,2020-01-10 00:39:00,2020-01-09 23:39:00,4,Spain,2020
119,47.3895,8.62235,2020-01-09 23:00:00,2020-01-09 22:00:00,3,Switzerland,2020
120,28.6184,-17.8999,2020-01-10 19:16:00,2020-01-10 19:16:00,2,Spain,2020
121,28.6184,-17.8999,2020-01-10 19:39:00,2020-01-10 19:39:00,2,Spain,2020
122,28.6184,-17.8999,2020-01-10 19:41:00,2020-01-10 19:41:00,2,Spain,2020
123,28.6184,-17.8999,2020-01-10 19:41:00,2020-01-10 19:41:00,2,Spain,2020
124,28.6583,-17.9073,2020-01-10 19:55:00,2020-01-10 19:55:00,2,Spain,2020
125,28.6547,-17.9187,2020-01-10 22:41:00,2020-01-10 21:41:00,1,Spain,2020
126,28.6603,-17.907,2020-01-10 23:23:00,2020-01-10 23:23:00,3,Spain,2020
127,28.657,-17.9192,2020-01-11 00:22:00,2020-01-11 00:22:00,2,Spain,2020
128,28.6183,-17.9041,2020-01-11 01:59:00,2020-01-11 00:59:00,3,Spain,2020
129,53.9219,13.262,2020-01-11 17:37:00,2020-01-11 16:37:00,2,Germany,2020
130,28.6577,-17.9131,2020-01-11 21:26:00,2020-01-11 21:26:00,2,Spain,2020
131,28.6569,-17.9191,2020-01-11 22:46:00,2020-01-11 22:46:00,2,Spain,2020
132,28.6378,-17.8833,2020-01-11 23:09:00,2020-01-11 23:09:00,2,Spain,2020
133,28.6603,-17.9069,2020-01-11 23:25:00,2020-01-11 23:25:00,3,Spain,2020
134,28.6582,-17.9161,2020-01-11 23:27:00,2020-01-11 23:27:00,2,Spain,2020
135,28.6184,-17.8999,2020-01-11 23:58:00,2020-01-11 23:58:00,2,Spain,2020
136,28.6182,-17.9041,2020-01-12 01:51:00,2020-01-12 00:51:00,1,Spain,2020
137,48.1821,-114.892,2020-01-11 21:31:00,2020-01-12 04:31:00,6,United States - Montana,2020
138,48.1924,-114.915,2020-01-11 21:34:00,2020-01-12 04:34:00,6,United States - Montana,2020
139,48.1779,-114.965,2020-01-11 19:55:00,2020-01-12 02:55:00,6,United States - Montana,2020
140,48.1694,-114.965,2020-01-11 19:50:00,2020-01-12 02:50:00,6,United States - Montana,2020
141,48.1822,-114.891,2020-01-11 20:15:00,2020-01-12 03:15:00,6,United States - Montana,2020
142,48.1924,-114.915,2020-01-11 20:03:00,2020-01-12 03:03:00,6,United States - Montana,2020
143,48.1739,-114.338,2020-01-11 21:36:00,2020-01-12 04:36:00,6,United States - Montana,2020
144,48.1739,-114.338,2020-11-20 21:36:00,2020-11-21 04:36:00,6,United States - Montana,2020
146,28.6182,-17.9041,2020-01-12 01:51:00,2020-01-12 00:51:00,1,Spain,2020
147,28.6184,-17.8999,2020-01-12 20:40:00,2020-01-12 20:40:00,2,Spain,2020
149,28.6591,-17.9177,2020-01-12 22:21:00,2020-01-12 22:21:00,3,Spain,2020
150,28.6598,-17.9097,2020-01-12 22:30:00,2020-01-12 22:30:00,2,Spain,2020
151,28.6184,-17.8999,2020-01-12 22:40:00,2020-01-12 22:40:00,2,Spain,2020
152,28.6533,-17.9051,2020-01-12 22:37:00,2020-01-12 22:37:00,2,Spain,2020
153,28.6601,-17.907,2020-01-12 22:54:00,2020-01-12 22:54:00,3,Spain,2020
154,28.6378,-17.8833,2020-01-12 23:15:00,2020-01-12 23:15:00,3,Spain,2020
157,28.657,-17.9191,2020-01-13 01:19:00,2020-01-13 01:19:00,3,Spain,2020
158,28.6591,-17.9177,2020-01-12 22:21:00,2020-01-12 22:21:00,3,Spain,2020
159,28.6378,-17.8833,2020-01-13 19:54:00,2020-01-13 19:54:00,2,Spain,2020
160,28.6583,-17.9073,2020-01-13 20:34:00,2020-01-13 20:34:00,3,Spain,2020
161,28.6448,-17.9341,2020-01-13 21:00:00,2020-01-13 21:00:00,1,Spain,2020
162,28.6681,-17.9152,2020-01-13 21:04:00,2020-01-13 21:04:00,1,Spain,2020
166,28.6184,-17.8999,2020-01-13 22:07:00,2020-01-13 22:07:00,4,Spain,2020
167,28.657,-17.9191,2020-01-13 22:47:00,2020-01-13 22:47:00,4,Spain,2020
168,28.6378,-17.8833,2020-01-13 23:02:00,2020-01-13 23:02:00,3,Spain,2020
169,28.6547,-17.9187,2020-01-13 23:16:00,2020-01-13 22:16:00,4,Spain,2020
170,28.6602,-17.9071,2020-01-13 23:15:00,2020-01-13 23:15:00,4,Spain,2020
171,49.2566,-122.728,2020-01-13 16:11:00,2020-01-14 00:11:00,3,Canada,2020
172,28.6183,-17.9041,2020-01-14 00:25:00,2020-01-13 23:25:00,3,Spain,2020
173,38.5221,-3.55413,2020-01-14 01:43:00,2020-01-14 00:43:00,5,Spain,2020
174,49.2718,-122.761,2020-01-13 13:07:00,2020-01-13 21:07:00,2,Canada,2020
175,48.91,17.0979,2020-01-06 12:45:00,2020-01-06 11:45:00,7,Czech Republic,2020
176,44.0548,-121.327,2020-01-14 04:31:00,2020-01-14 12:31:00,1,United States - Oregon,2020
177,28.6197,-17.9048,2020-01-14 19:11:00,2020-01-14 19:11:00,1,Spain,2020
179,28.6184,-17.8999,2020-01-14 19:54:00,2020-01-14 19:54:00,3,Spain,2020
180,28.6184,-17.8999,2020-01-14 19:54:00,2020-01-14 19:54:00,3,Spain,2020
181,28.6682,-17.9032,2020-01-14 20:23:00,2020-01-14 20:23:00,3,Spain,2020
182,28.6587,-17.9164,2020-01-14 20:21:00,2020-01-14 20:21:00,3,Spain,2020
183,28.668,-17.9151,2020-01-14 20:39:00,2020-01-14 20:39:00,1,Spain,2020
184,28.6449,-17.9341,2020-01-14 21:02:00,2020-01-14 21:02:00,4,Spain,2020
185,28.6197,-17.9048,2020-01-14 19:11:00,2020-01-14 19:11:00,1,Spain,2020
186,28.6427,-17.9332,2020-01-14 21:11:00,2020-01-14 21:11:00,3,Spain,2020
187,28.6558,-17.9112,2020-01-14 22:46:00,2020-01-14 22:46:00,4,Spain,2020
188,28.6603,-17.907,2020-01-14 23:04:00,2020-01-14 23:04:00,4,Spain,2020
189,28.6183,-17.9041,2020-01-14 23:55:00,2020-01-14 22:55:00,4,Spain,2020
190,28.6635,-17.9031,2020-01-15 01:28:00,2020-01-15 01:28:00,3,Spain,2020
191,37.2216,-113.281,2020-01-14 22:20:00,2020-01-15 05:20:00,4,United States - Utah,2020
192,36.0842,140.118,2020-01-15 20:59:00,2020-01-15 11:59:00,4,Japan,2020
193,44.0548,-121.327,2020-01-15 04:29:00,2020-01-15 12:29:00,2,United States - Oregon,2020
194,35.7766,137.698,2020-01-15 21:30:00,2020-01-15 12:30:00,3,Japan,2020
195,36.0252,139.753,2020-01-16 00:33:00,2020-01-15 15:33:00,3,Japan,2020
196,35.6855,139.414,2020-01-16 04:11:00,2020-01-15 19:11:00,2,Japan,2020
197,28.6378,-17.8833,2020-01-15 19:47:00,2020-01-15 19:47:00,2,Spain,2020
198,22.1367,-100.984,2020-01-15 20:06:00,2020-01-15 20:06:00,2,Spain,2020
199,28.6599,-17.9097,2020-01-15 20:31:00,2020-01-15 20:31:00,3,Spain,2020
200,28.6596,-17.9178,2020-01-15 20:34:00,2020-01-15 20:34:00,3,Spain,2020
201,28.6449,-17.9341,2020-01-15 21:02:00,2020-01-15 21:02:00,2,Spain,2020
202,28.6233,-17.9068,2020-01-15 21:12:00,2020-01-15 21:12:00,3,Spain,2020
203,28.6589,-17.9073,2020-01-15 21:18:00,2020-01-15 21:18:00,1,Spain,2020
205,-8.01341,-34.8506,2020-01-15 18:44:00,2020-01-15 21:44:00,3,Brazil,2020
206,28.6233,-17.9068,2020-01-15 21:12:00,2020-01-15 21:12:00,3,Spain,2020
207,28.6184,-17.8999,2020-01-15 22:14:00,2020-01-15 22:14:00,3,Spain,2020
208,28.6569,-17.9248,2020-01-15 22:14:00,2020-01-15 22:14:00,4,Spain,2020
209,28.6184,-17.8999,2020-01-15 22:39:00,2020-01-15 22:39:00,3,Spain,2020
210,28.6683,-17.9032,2020-01-15 22:57:00,2020-01-15 22:57:00,4,Spain,2020
211,28.6602,-17.907,2020-01-15 23:22:00,2020-01-15 23:22:00,3,Spain,2020
212,28.6569,-17.9192,2020-01-16 00:05:00,2020-01-16 00:05:00,3,Spain,2020
213,28.6483,-17.9271,2020-01-16 00:22:00,2020-01-15 23:22:00,4,Spain,2020
214,28.6182,-17.9041,2020-01-16 00:29:00,2020-01-15 23:29:00,4,Spain,2020
215,42.2518,-76.2063,2020-01-15 19:37:00,2020-01-16 00:37:00,4,United States - New York,2020
216,35.1876,-111.655,2020-01-14 22:47:00,2020-01-15 05:47:00,3,United States - Arizona,2020
217,28.6491,-17.9293,2020-01-16 06:59:00,2020-01-16 05:59:00,4,Spain,2020
218,28.6184,-17.8999,2020-01-15 22:14:00,2020-01-15 22:14:00,3,Spain,2020
219,28.6184,-17.8999,2020-01-16 07:06:00,2020-01-16 07:06:00,2,Spain,2020
221,35.9574,139.602,2020-01-16 18:26:00,2020-01-16 09:26:00,2,Japan,2020
222,35.7109,139.819,2020-01-16 19:06:00,2020-01-16 10:06:00,1,Japan,2020
223,36.0631,139.517,2020-01-16 19:32:00,2020-01-16 10:32:00,3,Japan,2020
224,36.2599,139.41,2020-01-16 19:32:00,2020-01-16 10:32:00,3,Japan,2020
225,35.7225,139.746,2020-01-16 19:49:00,2020-01-16 10:49:00,2,Japan,2020
226,35.5522,139.505,2020-01-16 19:59:00,2020-01-16 10:59:00,1,Japan,2020
227,34.6808,135.091,2020-01-16 20:08:00,2020-01-16 11:08:00,1,Japan,2020
228,35.8728,139.915,2020-01-16 20:22:00,2020-01-16 11:22:00,2,Japan,2020
230,35.7788,139.69,2020-01-16 20:52:00,2020-01-16 11:52:00,1,Japan,2020
232,35.6557,139.793,2020-01-16 20:54:00,2020-01-16 11:54:00,2,Japan,2020
233,35.8383,140.116,2020-01-16 20:59:00,2020-01-16 11:59:00,2,Japan,2020
234,35.7679,139.697,2020-01-16 21:02:00,2020-01-16 12:02:00,1,Japan,2020
236,35.5315,139.434,2020-01-16 21:10:00,2020-01-16 12:10:00,3,Japan,2020
237,35.112,137.112,2020-01-16 21:00:00,2020-01-16 12:00:00,4,Japan,2020
239,35.7766,137.698,2020-01-16 21:26:00,2020-01-16 12:26:00,3,Japan,2020
240,35.6547,139.683,2020-01-16 21:46:00,2020-01-16 12:46:00,4,Japan,2020
241,35.8144,139.593,2020-01-16 21:48:00,2020-01-16 12:48:00,2,Japan,2020
242,35.6804,139.769,2020-01-16 21:55:00,2020-01-16 12:55:00,1,Japan,2020
243,35.8069,139.732,2020-01-16 22:09:00,2020-01-16 13:09:00,1,Japan,2020
244,35.7305,139.623,2020-01-16 21:50:00,2020-01-16 12:50:00,2,Japan,2020
246,36.2265,139.153,2020-01-16 23:06:00,2020-01-16 14:06:00,4,Japan,2020
247,35.5865,139.618,2020-01-16 23:10:00,2020-01-16 14:10:00,2,Japan,2020
248,35.7346,139.663,2020-01-16 23:20:00,2020-01-16 14:20:00,1,Japan,2020
249,35.676,139.665,2020-01-16 23:28:00,2020-01-16 14:28:00,1,Japan,2020
250,35.7717,139.681,2020-01-16 23:28:00,2020-01-16 14:28:00,1,Japan,2020
251,35.7272,139.408,2020-01-16 23:40:00,2020-01-16 14:40:00,1,Japan,2020
252,35.5892,140.14,2020-01-16 21:30:00,2020-01-16 12:30:00,2,Japan,2020
253,35.5892,140.14,2020-01-16 23:50:00,2020-01-16 14:50:00,3,Japan,2020
255,35.7276,139.576,2020-01-17 00:43:00,2020-01-16 15:43:00,1,Japan,2020
256,28.6184,-17.8999,2020-01-16 07:06:00,2020-01-16 07:06:00,2,Spain,2020
260,52.3972,13.0487,2020-01-16 20:02:00,2020-01-16 19:02:00,4,Germany,2020
261,52.4722,13.4025,2020-01-16 20:08:00,2020-01-16 19:08:00,3,Germany,2020
262,28.6593,-17.9178,2020-01-16 20:31:00,2020-01-16 20:31:00,1,Spain,2020
263,28.6184,-17.8999,2020-01-16 07:06:00,2020-01-16 07:06:00,2,Spain,2020
264,28.6427,-17.9332,2020-01-16 20:35:00,2020-01-16 20:35:00,2,Spain,2020
265,28.6588,-17.9174,2020-01-16 20:35:00,2020-01-16 20:35:00,3,Spain,2020
266,28.6599,-17.9097,2020-01-16 20:41:00,2020-01-16 20:41:00,2,Spain,2020
267,28.6529,-17.9313,2020-01-16 20:57:00,2020-01-16 19:57:00,4,Spain,2020
268,28.6589,-17.914,2020-01-16 20:58:00,2020-01-16 20:58:00,3,Spain,2020
269,28.6448,-17.9341,2020-01-16 21:00:00,2020-01-16 21:00:00,4,Spain,2020
270,53.9219,13.262,2020-01-16 22:01:00,2020-01-16 21:01:00,4,Germany,2020
271,49.3419,8.91854,2020-01-16 22:01:00,2020-01-16 21:01:00,4,Germany,2020
274,28.6427,-17.9332,2020-01-16 20:35:00,2020-01-16 20:35:00,2,Spain,2020
275,50.6721,7.22257,2020-01-16 22:00:00,2020-01-16 21:00:00,5,Germany,2020
276,28.6184,-17.8999,2020-01-16 21:35:00,2020-01-16 21:35:00,3,Spain,2020
277,28.6599,-17.9219,2020-01-16 21:38:00,2020-01-16 21:38:00,3,Spain,2020
278,28.6599,-17.9219,2020-01-16 21:38:00,2020-01-16 21:38:00,3,Spain,2020
279,28.6569,-17.9248,2020-01-15 22:14:00,2020-01-15 22:14:00,4,Spain,2020
280,49.3866,8.80228,2020-01-16 22:51:00,2020-01-16 21:51:00,3,Germany,2020
281,28.6184,-17.8999,2020-01-16 22:07:00,2020-01-16 22:07:00,3,Spain,2020
282,28.6184,-17.8999,2020-01-16 22:13:00,2020-01-16 22:13:00,3,Spain,2020
283,28.657,-17.9191,2020-01-16 22:22:00,2020-01-16 22:22:00,4,Spain,2020
284,28.6295,-17.9047,2020-01-16 22:37:00,2020-01-16 22:37:00,3,Spain,2020
285,28.6604,-17.9069,2020-01-16 23:05:00,2020-01-16 23:05:00,4,Spain,2020
286,28.6378,-17.8833,2020-01-16 23:07:00,2020-01-16 23:07:00,5,Spain,2020
287,28.6185,-17.8987,2020-01-17 00:13:00,2020-01-16 23:13:00,3,Spain,2020
288,28.6682,-17.9032,2020-01-17 00:31:00,2020-01-17 00:31:00,4,Spain,2020
289,43.0585,-87.9963,2020-01-16 19:39:00,2020-01-17 01:39:00,3,United States - Wisconsin,2020
290,43.0645,-87.9911,2020-01-16 20:08:00,2020-01-17 02:08:00,2,United States - Wisconsin,2020
291,32.3127,-111.062,2020-01-16 19:30:00,2020-01-17 02:30:00,3,United States - Arizona,2020
295,31.2709,-85.4584,2020-01-16 18:54:00,2020-01-17 00:54:00,2,United States - Alabama,2020
296,39.6844,-76.4206,2020-01-16 22:25:00,2020-01-17 03:25:00,4,United States - Maryland,2020
299,28.6295,-17.9047,2020-01-16 22:37:00,2020-01-16 22:37:00,3,Spain,2020
300,28.6294,-17.9047,2020-01-17 06:54:00,2020-01-17 06:54:00,2,Spain,2020
301,49.2726,-122.776,2020-01-16 18:00:00,2020-01-17 02:00:00,2,Canada,2020
302,35.6849,140.065,2020-01-17 18:05:00,2020-01-17 09:05:00,3,Japan,2020
303,50.0519,20.2239,2020-01-16 08:48:00,2020-01-16 07:48:00,2,Poland,2020
304,35.684,139.441,2020-01-16 18:00:00,2020-01-16 09:00:00,3,Japan,2020
306,35.8174,139.835,2020-01-17 19:11:00,2020-01-17 10:11:00,1,Japan,2020
307,35.7532,139.753,2020-01-17 19:28:00,2020-01-17 10:28:00,1,Japan,2020
310,2.91746,101.789,2020-01-17 20:06:00,2020-01-17 12:06:00,2,Malaysia,2020
312,3.84444,103.3,2020-01-17 20:17:00,2020-01-17 12:17:00,3,Malaysia,2020
314,-27.6169,152.979,2020-01-17 22:29:00,2020-01-17 12:29:00,6,Australia,2020
315,35.6517,140.073,2020-01-17 21:30:00,2020-01-17 12:30:00,2,Japan,2020
317,35.3263,139.117,2020-01-17 21:33:00,2020-01-17 12:33:00,2,Japan,2020
318,5.27724,100.465,2020-01-17 20:34:00,2020-01-17 12:34:00,2,Malaysia,2020
320,35.7413,139.761,2020-01-17 21:42:00,2020-01-17 12:42:00,1,Japan,2020
321,35.7807,140.063,2020-01-17 21:46:00,2020-01-17 12:46:00,2,Japan,2020
322,35.4313,139.416,2020-01-17 21:48:00,2020-01-17 12:48:00,3,Japan,2020
323,35.6556,139.314,2020-01-17 21:49:00,2020-01-17 12:49:00,1,Japan,2020
325,35.7807,140.063,2020-01-17 21:55:00,2020-01-17 12:55:00,2,Japan,2020
326,35.7337,139.73,2020-01-17 22:24:00,2020-01-17 13:24:00,1,Japan,2020
328,35.8261,139.947,2020-01-17 22:40:00,2020-01-17 13:40:00,1,Japan,2020
329,35.3241,139.348,2020-01-17 23:21:00,2020-01-17 14:21:00,1,Japan,2020
330,35.8484,139.633,2020-01-16 23:34:00,2020-01-16 14:34:00,1,Japan,2020
331,35.7714,139.944,2020-01-17 23:37:00,2020-01-17 14:37:00,1,Japan,2020
332,35.6115,139.392,2020-01-17 22:07:00,2020-01-17 13:07:00,4,Japan,2020
